 Number,Item,Item Count,Location,Transaction Name,Date
TT22A12182112,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182112,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182113,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182113,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182114,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182114,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182115,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182115,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182117,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182117,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182118,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182118,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182119,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182120,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182120,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182121,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182121,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182122,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182122,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182123,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182123,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182125,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182128,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182128,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182129,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182129,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182131,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182131,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182133,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182133,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182135,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182135,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182136,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182136,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182137,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182137,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182138,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182139,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182139,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182140,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182140,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182141,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182141,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182142,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182142,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182143,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182143,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182144,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182144,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182145,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182145,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182150,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3185,4/24/2023
TT22A12182150,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3210,5/2/2023
TT22A12182151,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182151,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182152,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182153,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182153,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182157,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182157,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182158,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182158,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182159,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182159,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182163,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182163,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182164,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3185,4/24/2023
TT22A12182164,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3210,5/2/2023
TT22A12182165,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182165,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182166,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182166,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182167,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182167,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182168,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182168,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182169,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182169,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182172,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182172,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182173,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182173,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182174,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182174,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182175,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182175,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182176,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182176,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182178,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182178,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182182,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182182,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182184,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182184,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182187,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182187,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182189,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182189,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182195,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182199,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182199,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182202,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182202,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182205,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182205,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182206,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182206,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182207,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182207,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182209,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182209,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182212,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182212,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182214,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182214,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182215,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3185,4/24/2023
TT22A12182215,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3210,5/2/2023
TT22A12182217,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182217,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182218,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3185,4/24/2023
TT22A12182218,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3210,5/2/2023
TT22A12182219,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182219,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182221,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182221,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182222,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182222,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182223,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182223,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182224,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182224,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182225,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182225,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182228,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182228,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182231,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182233,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182233,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182234,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182234,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182237,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182237,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182239,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182239,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182241,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182241,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182244,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182244,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182245,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182245,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182248,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182248,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182250,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182250,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182251,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182251,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182252,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182252,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182253,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182253,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182254,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182254,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182255,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182255,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182256,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182256,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182258,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182258,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182260,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182260,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182262,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182262,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182264,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182264,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182265,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182267,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182267,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182268,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182268,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182269,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182269,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182270,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182271,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182271,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182272,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182272,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182275,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182275,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182277,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182277,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182278,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182278,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182280,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182280,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182281,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182281,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182282,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182283,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182283,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182286,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182286,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182287,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182287,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182288,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182292,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182292,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182296,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182296,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182297,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182297,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182298,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3185,4/24/2023
TT22A12182298,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3210,5/2/2023
TT22A12182299,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182300,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182300,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182301,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182302,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182302,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182303,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3185,4/24/2023
TT22A12182303,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3210,5/2/2023
TT22A12182306,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182306,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182308,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182308,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182311,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182311,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182312,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182313,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182313,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182314,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182314,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182316,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182316,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182317,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182317,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182318,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182318,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182319,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182319,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182320,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182320,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182322,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182322,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182323,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182323,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182324,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182324,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182325,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182327,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3185,4/24/2023
TT22A12182327,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3210,5/2/2023
TT22A12182328,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182328,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182329,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182329,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182330,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182330,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182331,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182331,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182332,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182332,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182333,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182333,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182334,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182335,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182335,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182336,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3575,7/5/2023
TT22A12182337,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182337,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182338,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3185,4/24/2023
TT22A12182338,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3210,5/2/2023
TT22A12182339,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182339,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182340,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182340,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182341,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182341,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182342,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182342,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182345,DE-E03-BLA,1,1375ONT-CA,Item Receipt #IR3108,4/3/2023
TT22A12182345,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3166,4/21/2023
TT22A12182346,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182346,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182347,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182347,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182348,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182348,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182349,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182349,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182350,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182350,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182351,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182351,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182352,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182352,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182353,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182353,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182354,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182354,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3738,8/10/2023
TT22A12182355,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3376,5/31/2023
TT22A12182355,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
TT22A12182356,DE-E03-BLA,1,Stock-CA,Item Receipt #IR3249,5/9/2023
TT22A12182356,DE-E03-BLA,1,Stock-TX,Item Receipt #IR3741,8/11/2023
